Loaded 7,473 train + 1,319 test = 8,792 total rows

Loading model: Qwen/Qwen2.5-7B-Instruct
Model loaded.

── Building next_subquestion_pairs_gsm8k_v2.csv ──
  [7976/8792] Generating subquestions (3 steps)...
  [7977/8792] Generating subquestions (4 steps)...
  [7978/8792] Generating subquestions (3 steps)...
  [7979/8792] Generating subquestions (4 steps)...
  [7980/8792] Generating subquestions (3 steps)...
  [7981/8792] Generating subquestions (3 steps)...
  [7982/8792] Generating subquestions (3 steps)...
  [7983/8792] Generating subquestions (3 steps)...
  [7984/8792] Generating subquestions (3 steps)...
  [7986/8792] Generating subquestions (2 steps)...
  [7987/8792] Generating subquestions (4 steps)...
  [7989/8792] Generating subquestions (4 steps)...
  [7990/8792] Generating subquestions (2 steps)...
  [7991/8792] Generating subquestions (2 steps)...
  [7992/8792] Generating subquestions (6 steps)...
  [7994/8792] Generating subquestions (2 steps)...
  [7995/8792] Generating subquestions (4 steps)...
  [7996/8792] Generating subquestions (3 steps)...
  [7997/8792] Generating subquestions (3 steps)...
  [7998/8792] Generating subquestions (3 steps)...
  [7999/8792] Generating subquestions (2 steps)...
  [8000/8792] Generating subquestions (6 steps)...
  [8001/8792] Generating subquestions (3 steps)...
  [8002/8792] Generating subquestions (6 steps)...
  [8003/8792] Generating subquestions (2 steps)...
  [8004/8792] Generating subquestions (6 steps)...
  [8005/8792] Generating subquestions (4 steps)...
  [8006/8792] Generating subquestions (5 steps)...
  [8007/8792] Generating subquestions (3 steps)...
  [8008/8792] Generating subquestions (5 steps)...
  [8009/8792] Generating subquestions (2 steps)...
  [8010/8792] Generating subquestions (2 steps)...
  [8011/8792] Generating subquestions (3 steps)...
  [8012/8792] Generating subquestions (2 steps)...
  [8013/8792] Generating subquestions (3 steps)...
  [8014/8792] Generating subquestions (5 steps)...
  [8016/8792] Generating subquestions (5 steps)...
  [8017/8792] Generating subquestions (2 steps)...
  [8018/8792] Generating subquestions (2 steps)...
  [8019/8792] Generating subquestions (2 steps)...
  [8020/8792] Generating subquestions (4 steps)...
  [8021/8792] Generating subquestions (3 steps)...
  [8022/8792] Generating subquestions (2 steps)...
  [8023/8792] Generating subquestions (2 steps)...
  [8024/8792] Generating subquestions (5 steps)...
  [8025/8792] Generating subquestions (5 steps)...
  [8026/8792] Generating subquestions (3 steps)...
  [8027/8792] Generating subquestions (3 steps)...
  [8028/8792] Generating subquestions (4 steps)...
  [8029/8792] Generating subquestions (3 steps)...
  [8031/8792] Generating subquestions (4 steps)...
  [8032/8792] Generating subquestions (2 steps)...
  [8033/8792] Generating subquestions (3 steps)...
  [8034/8792] Generating subquestions (3 steps)...
  [8035/8792] Generating subquestions (4 steps)...
  [8036/8792] Generating subquestions (2 steps)...
  [8037/8792] Generating subquestions (4 steps)...
  [8038/8792] Generating subquestions (4 steps)...
  [8039/8792] Generating subquestions (4 steps)...
  [8040/8792] Generating subquestions (3 steps)...
  [8041/8792] Generating subquestions (4 steps)...
  [8042/8792] Generating subquestions (4 steps)...
  [8043/8792] Generating subquestions (2 steps)...
  [8044/8792] Generating subquestions (6 steps)...
  [8045/8792] Generating subquestions (3 steps)...
  [8046/8792] Generating subquestions (6 steps)...
  [8047/8792] Generating subquestions (3 steps)...
  [8048/8792] Generating subquestions (3 steps)...
  [8049/8792] Generating subquestions (3 steps)...
  [8050/8792] Generating subquestions (5 steps)...
  [8051/8792] Generating subquestions (4 steps)...
  [8052/8792] Generating subquestions (5 steps)...
  [8053/8792] Generating subquestions (2 steps)...
  [8054/8792] Generating subquestions (3 steps)...
  [8055/8792] Generating subquestions (4 steps)...
  [8056/8792] Generating subquestions (3 steps)...
  [8057/8792] Generating subquestions (6 steps)...
  [8058/8792] Generating subquestions (6 steps)...
  [8059/8792] Generating subquestions (5 steps)...
  [8060/8792] Generating subquestions (3 steps)...
  [8061/8792] Generating subquestions (5 steps)...
  [8062/8792] Generating subquestions (3 steps)...
  [8063/8792] Generating subquestions (2 steps)...
  [8064/8792] Generating subquestions (4 steps)...
  [8065/8792] Generating subquestions (2 steps)...
  [8066/8792] Generating subquestions (4 steps)...
  [8067/8792] Generating subquestions (3 steps)...
  [8068/8792] Generating subquestions (3 steps)...
  [8069/8792] Generating subquestions (2 steps)...
  [8070/8792] Generating subquestions (4 steps)...
  [8071/8792] Generating subquestions (2 steps)...
  [8072/8792] Generating subquestions (4 steps)...
  [8073/8792] Generating subquestions (4 steps)...
  [8075/8792] Generating subquestions (6 steps)...
  [8076/8792] Generating subquestions (2 steps)...
  [8077/8792] Generating subquestions (5 steps)...
  [8078/8792] Generating subquestions (4 steps)...
  [8079/8792] Generating subquestions (5 steps)...
  [8080/8792] Generating subquestions (4 steps)...
  [8081/8792] Generating subquestions (2 steps)...
  [8082/8792] Generating subquestions (4 steps)...
  [8084/8792] Generating subquestions (3 steps)...
  [8085/8792] Generating subquestions (6 steps)...
  [8086/8792] Generating subquestions (2 steps)...
  [8087/8792] Generating subquestions (2 steps)...
  [8088/8792] Generating subquestions (3 steps)...
  [8089/8792] Generating subquestions (4 steps)...
  [8090/8792] Generating subquestions (2 steps)...
  [8091/8792] Generating subquestions (2 steps)...
  [8092/8792] Generating subquestions (5 steps)...
  [8093/8792] Generating subquestions (3 steps)...
  [8094/8792] Generating subquestions (3 steps)...
  [8095/8792] Generating subquestions (3 steps)...
  [8096/8792] Generating subquestions (4 steps)...
  [8097/8792] Generating subquestions (2 steps)...
  [8098/8792] Generating subquestions (2 steps)...
  [8099/8792] Generating subquestions (2 steps)...
  [8100/8792] Generating subquestions (3 steps)...
  [8101/8792] Generating subquestions (4 steps)...
  [8102/8792] Generating subquestions (2 steps)...
  [8103/8792] Generating subquestions (5 steps)...
  [8104/8792] Generating subquestions (2 steps)...
  [8106/8792] Generating subquestions (3 steps)...
  [8107/8792] Generating subquestions (2 steps)...
  [8108/8792] Generating subquestions (2 steps)...
  [8109/8792] Generating subquestions (2 steps)...
  [8110/8792] Generating subquestions (3 steps)...
  [8111/8792] Generating subquestions (3 steps)...
  [8112/8792] Generating subquestions (5 steps)...
  [8113/8792] Generating subquestions (2 steps)...
  [8114/8792] Generating subquestions (2 steps)...
  [8115/8792] Generating subquestions (5 steps)...
  [8116/8792] Generating subquestions (6 steps)...
  [8117/8792] Generating subquestions (3 steps)...
  [8118/8792] Generating subquestions (3 steps)...
  [8119/8792] Generating subquestions (2 steps)...
  [8120/8792] Generating subquestions (3 steps)...
  [8121/8792] Generating subquestions (4 steps)...
  [8122/8792] Generating subquestions (2 steps)...
  [8123/8792] Generating subquestions (3 steps)...
  [8124/8792] Generating subquestions (6 steps)...
  [8125/8792] Generating subquestions (4 steps)...
  [8126/8792] Generating subquestions (6 steps)...
  [8127/8792] Generating subquestions (2 steps)...
  [8128/8792] Generating subquestions (3 steps)...
  [8129/8792] Generating subquestions (2 steps)...
  [8130/8792] Generating subquestions (2 steps)...
  [8131/8792] Generating subquestions (4 steps)...
  [8132/8792] Generating subquestions (4 steps)...
  [8133/8792] Generating subquestions (3 steps)...
  [8134/8792] Generating subquestions (2 steps)...
  [8135/8792] Generating subquestions (5 steps)...
  [8136/8792] Generating subquestions (3 steps)...
  [8137/8792] Generating subquestions (2 steps)...
  [8138/8792] Generating subquestions (3 steps)...
  [8139/8792] Generating subquestions (3 steps)...
  [8140/8792] Generating subquestions (5 steps)...
  [8141/8792] Generating subquestions (2 steps)...
  [8142/8792] Generating subquestions (2 steps)...
  [8143/8792] Generating subquestions (2 steps)...
  [8144/8792] Generating subquestions (2 steps)...
  [8145/8792] Generating subquestions (4 steps)...
  [8146/8792] Generating subquestions (4 steps)...
  [8148/8792] Generating subquestions (3 steps)...
  [8149/8792] Generating subquestions (4 steps)...
  [8150/8792] Generating subquestions (5 steps)...
  [8151/8792] Generating subquestions (2 steps)...
  [8152/8792] Generating subquestions (3 steps)...
  [8153/8792] Generating subquestions (2 steps)...
  [8154/8792] Generating subquestions (3 steps)...
  [8155/8792] Generating subquestions (4 steps)...
  [8157/8792] Generating subquestions (3 steps)...
  [8158/8792] Generating subquestions (2 steps)...
  [8159/8792] Generating subquestions (4 steps)...
  [8160/8792] Generating subquestions (3 steps)...
  [8161/8792] Generating subquestions (5 steps)...
  [8162/8792] Generating subquestions (3 steps)...
  [8163/8792] Generating subquestions (4 steps)...
  [8164/8792] Generating subquestions (6 steps)...
  [8165/8792] Generating subquestions (4 steps)...
  [8166/8792] Generating subquestions (6 steps)...
  [8167/8792] Generating subquestions (2 steps)...
  [8168/8792] Generating subquestions (4 steps)...
  [8170/8792] Generating subquestions (6 steps)...
  [8171/8792] Generating subquestions (2 steps)...
  [8172/8792] Generating subquestions (4 steps)...
  [8174/8792] Generating subquestions (4 steps)...
  [8175/8792] Generating subquestions (5 steps)...
  [8176/8792] Generating subquestions (2 steps)...
  [8177/8792] Generating subquestions (4 steps)...
  [8178/8792] Generating subquestions (5 steps)...
  [8179/8792] Generating subquestions (2 steps)...
  [8180/8792] Generating subquestions (2 steps)...
  [8182/8792] Generating subquestions (2 steps)...
  [8183/8792] Generating subquestions (5 steps)...
  [8184/8792] Generating subquestions (7 steps)...
  [8185/8792] Generating subquestions (3 steps)...
  [8186/8792] Generating subquestions (3 steps)...
  [8187/8792] Generating subquestions (3 steps)...
  [8188/8792] Generating subquestions (4 steps)...
  [8189/8792] Generating subquestions (3 steps)...
  [8190/8792] Generating subquestions (4 steps)...
  [8191/8792] Generating subquestions (4 steps)...
  [8192/8792] Generating subquestions (3 steps)...
  [8193/8792] Generating subquestions (2 steps)...
  [8194/8792] Generating subquestions (2 steps)...
  [8195/8792] Generating subquestions (5 steps)...
  [8196/8792] Generating subquestions (2 steps)...
  [8197/8792] Generating subquestions (3 steps)...
  [8198/8792] Generating subquestions (4 steps)...
  [8199/8792] Generating subquestions (3 steps)...
  [8200/8792] Generating subquestions (2 steps)...
  [8201/8792] Generating subquestions (5 steps)...
  [8202/8792] Generating subquestions (2 steps)...
  [8203/8792] Generating subquestions (4 steps)...
  [8204/8792] Generating subquestions (2 steps)...
  [8205/8792] Generating subquestions (5 steps)...
  [8206/8792] Generating subquestions (4 steps)...
  [8207/8792] Generating subquestions (2 steps)...
  [8208/8792] Generating subquestions (3 steps)...
  [8209/8792] Generating subquestions (5 steps)...
  [8210/8792] Generating subquestions (4 steps)...
  [8211/8792] Generating subquestions (3 steps)...
  [8212/8792] Generating subquestions (3 steps)...
  [8213/8792] Generating subquestions (3 steps)...
  [8214/8792] Generating subquestions (2 steps)...
  [8215/8792] Generating subquestions (3 steps)...
  [8216/8792] Generating subquestions (3 steps)...
  [8217/8792] Generating subquestions (4 steps)...
  [8218/8792] Generating subquestions (2 steps)...
  [8219/8792] Generating subquestions (4 steps)...
  [8220/8792] Generating subquestions (7 steps)...
  [8221/8792] Generating subquestions (4 steps)...
  [8222/8792] Generating subquestions (3 steps)...
  [8223/8792] Generating subquestions (2 steps)...
  [8224/8792] Generating subquestions (5 steps)...
  [8225/8792] Generating subquestions (4 steps)...
  [8226/8792] Generating subquestions (2 steps)...
  [8227/8792] Generating subquestions (4 steps)...
  [8228/8792] Generating subquestions (6 steps)...
  [8229/8792] Generating subquestions (2 steps)...
  [8231/8792] Generating subquestions (5 steps)...
  [8232/8792] Generating subquestions (2 steps)...
  [8233/8792] Generating subquestions (2 steps)...
  [8234/8792] Generating subquestions (4 steps)...
  [8235/8792] Generating subquestions (2 steps)...
  [8236/8792] Generating subquestions (3 steps)...
  [8238/8792] Generating subquestions (4 steps)...
  [8239/8792] Generating subquestions (3 steps)...
  [8240/8792] Generating subquestions (2 steps)...
  [8241/8792] Generating subquestions (2 steps)...
  [8242/8792] Generating subquestions (3 steps)...
  [8243/8792] Generating subquestions (2 steps)...
  [8244/8792] Generating subquestions (3 steps)...
  [8245/8792] Generating subquestions (3 steps)...
  [8246/8792] Generating subquestions (6 steps)...
  [8247/8792] Generating subquestions (5 steps)...
  [8248/8792] Generating subquestions (3 steps)...
  [8249/8792] Generating subquestions (4 steps)...
  [8250/8792] Generating subquestions (2 steps)...
  [8251/8792] Generating subquestions (8 steps)...
  [8252/8792] Generating subquestions (4 steps)...
  [8253/8792] Generating subquestions (6 steps)...
  [8254/8792] Generating subquestions (4 steps)...
  [8255/8792] Generating subquestions (2 steps)...
  [8256/8792] Generating subquestions (6 steps)...
  [8257/8792] Generating subquestions (2 steps)...
  [8258/8792] Generating subquestions (4 steps)...
  [8259/8792] Generating subquestions (4 steps)...
  [8260/8792] Generating subquestions (3 steps)...
  [8261/8792] Generating subquestions (4 steps)...
  [8262/8792] Generating subquestions (3 steps)...
  [8263/8792] Generating subquestions (3 steps)...
  [8264/8792] Generating subquestions (4 steps)...
  [8265/8792] Generating subquestions (3 steps)...
  [8266/8792] Generating subquestions (2 steps)...
  [8267/8792] Generating subquestions (5 steps)...
  [8268/8792] Generating subquestions (2 steps)...
  [8269/8792] Generating subquestions (3 steps)...
